Time (s),Sprung Accel (m/s^2),Unsprung Accel (m/s^2), Spring Force (N), Damper Force (N), Tire force(N)
3.740000,-0.289883,-0.890681,-11.524527,98.489383,135.627310
3.750000,-0.339302,-0.053127,0.648411,101.142250,112.361820
3.760000,-0.326450,0.501249,11.943335,85.991723,81.643525
3.770000,-0.292113,0.415688,21.028722,66.605147,73.943337
3.780000,-0.262610,0.292375,28.006338,50.776726,69.806020
3.790000,-0.222514,0.529989,33.064962,33.689187,45.318927
3.800000,-0.161469,0.708664,35.801977,12.638839,16.710725
3.810000,-0.100238,0.517135,36.093596,-6.022051,5.536799
3.820000,-0.052654,0.348435,34.527800,-18.731662,-2.053692
3.830000,-0.003891,0.485267,31.555257,-30.387901,-24.336024
3.840000,0.051552,0.509113,27.123411,-42.589154,-43.526631
3.850000,0.086263,0.071376,21.609785,-47.488547,-34.098670
3.860000,0.078994,-0.421485,16.295223,-39.993394,-8.062505
3.870000,0.049204,-0.453817,12.314649,-27.075988,3.810834
3.880000,0.029453,-0.176726,9.663335,-18.499368,-2.297302
3.890000,0.027232,-0.001849,7.644625,-15.814144,-9.540989
3.900000,0.035326,0.089853,5.727136,-16.324787,-16.365375
3.910000,0.055594,0.276111,3.545984,-20.224146,-31.718300
3.920000,0.085677,0.336584,0.723484,-26.426460,-44.454191
3.930000,0.099534,-0.035058,-2.579188,-27.280881,-31.474526
3.940000,0.070051,-0.610791,-5.225484,-15.789693,5.564247
3.950000,0.004243,-0.866471,-5.858058,4.585286,39.661279
3.960000,-0.066060,-0.716511,-4.036632,23.854607,56.122115
3.970000,-0.124301,-0.558879,-0.254429,37.544826,68.111742
3.980000,-0.181136,-0.645538,5.009348,49.331456,91.066038
3.990000,-0.247799,-0.784563,11.776918,62.562752,119.759398
4.000000,-0.313725,-0.674927,20.070946,74.046426,136.533063
4.010000,-0.353870,-0.261004,29.248086,76.913024,130.415861
4.020000,-0.349534,0.275820,37.963287,66.896948,103.709459
4.030000,-0.300901,0.691194,44.721837,45.548348,68.000300
4.040000,-0.226481,0.813072,48.549595,19.394598,37.594081
4.050000,-0.153063,0.624554,49.387091,-3.468152,22.245895
4.060000,-0.102094,0.263558,48.019230,-17.391057,22.617542
4.070000,-0.080175,-0.068136,45.610531,-21.557906,31.385924
4.080000,-0.077840,-0.204840,43.119568,-19.767689,37.549962
4.090000,-0.076962,-0.111515,40.895974,-17.807437,33.370118
4.100000,-0.066277,0.032231,38.723557,-18.840346,23.507735
4.110000,-0.055181,-0.059493,36.386282,-19.831836,24.540553
4.120000,-0.066420,-0.430314,34.295210,-14.369242,46.127846
4.130000,-0.107344,-0.724144,33.374333,-1.171267,73.988826
